respondent_id,race,gender,sexual_orientation,education,employment,income,age,ethnicity,state
39839,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Out Of Work One Or More,Annual Income: 100k 150k,78,non-hispanic,Arkansas
332326,More than one race/ethnicity,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Out Of Work Less Than One,Annual Income: 35k 50k,87,non-hispanic,Pennsylvania
71520,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Unable To Work,Annual Income: 35k 50k,102,non-hispanic,Michigan
257718,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Self Employed,Annual Income: 35k 50k,58,hispanic,Utah
262851,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: less 10k,39,non-hispanic,Wisconsin
126500,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Out Of Work One Or More,Annual Income: more 200k,103,hispanic,District of Columbia
360382,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 75k 100k,22,non-hispanic,Maryland
56381,What Race Ethnicity: Asian,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Retired,Annual Income: 10k 25k,72,non-hispanic,New Hampshire
254253,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Employed For Wages,Prefer Not To Answer,68,non-hispanic,Virginia
336228,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 75k 100k,44,non-hispanic,Arizona
180871,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 10k 25k,113,hispanic,Texas
215638,Prefer Not To Answer,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Annual Income: 150k 200k,110,non-hispanic,Tennessee
152233,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: more 200k,31,non-hispanic,Florida
130719,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Unable To Work,Annual Income: 10k 25k,19,non-hispanic,Michigan
312895,Prefer Not To Answer,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Annual Income: 150k 200k,111,non-hispanic,Delaware
114094,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: less 10k,26,non-hispanic,North Carolina
291589,What Race Ethnicity: White,Skip,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Out Of Work One Or More,Prefer Not To Answer,80,non-hispanic,Georgia
184238,Other,Gender Identity: Woman,Sexual Orientation: Lesbian,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: less 10k,50,non-hispanic,Delaware
225103,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Gay,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: less 10k,42,non-hispanic,Washington
211805,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Skip,Employment Status: Student,Annual Income: 75k 100k,70,hispanic,Connecticut
35488,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Skip,Annual Income: less 10k,74,non-hispanic,Utah
101335,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Student,Annual Income: 100k 150k,102,non-hispanic,Maine
325612,What Race Ethnicity: Black,Skip,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Out Of Work Less Than One,Annual Income: 150k 200k,68,non-hispanic,Mississippi
182415,What Race Ethnicity: White,Gender Identity: Woman,Skip,Highest Grade: Nine Through Eleven,Employment Status: Employed For Wages,Annual Income: 25k 35k,80,non-hispanic,Alaska
327565,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Student,Annual Income: 150k 200k,50,non-hispanic,Oklahoma
97461,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 10k 25k,49,non-hispanic,Illinois
7047,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Out Of Work Less Than One,Annual Income: 25k 35k,113,non-hispanic,Indiana
259295,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: less 10k,55,hispanic,Montana
216413,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Skip,102,non-hispanic,West Virginia
25084,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 50k 75k,74,hispanic,Oregon
126432,What Race Ethnicity: Asian,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Retired,Annual Income: 150k 200k,101,non-hispanic,Pennsylvania
350567,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: None,Highest Grade: College One to Three,Employment Status: Self Employed,Skip,31,non-hispanic,Hawaii
312906,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Retired,Annual Income: 150k 200k,31,non-hispanic,Vermont
240770,What Race Ethnicity: Asian,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Skip,103,non-hispanic,South Carolina
138046,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: less 10k,49,non-hispanic,California
74859,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Out Of Work One Or More,Annual Income: 50k 75k,53,non-hispanic,New Jersey
17700,More than one race/ethnicity,Gender Identity: Woman,Skip,Highest Grade: College One to Three,Employment Status: Self Employed,Prefer Not To Answer,67,non-hispanic,Texas
277171,Skip,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Retired,Prefer Not To Answer,35,non-hispanic,New Hampshire
292096,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Out Of Work Less Than One,Prefer Not To Answer,88,hispanic,West Virginia
55006,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Prefer Not To Answer,92,hispanic,Massachusetts
29064,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Prefer Not To Answer,111,non-hispanic,Illinois
191090,What Race Ethnicity: White,Gender Identity: Man,Skip,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Skip,98,non-hispanic,Oklahoma
228356,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Skip,87,non-hispanic,Michigan
63825,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: None,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: less 10k,63,non-hispanic,Tennessee
367818,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 35k 50k,71,non-hispanic,Maryland
201360,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Out Of Work One Or More,Skip,51,non-hispanic,Utah
125553,Other,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Homemaker,Annual Income: less 10k,97,non-hispanic,Washington
223616,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Gay,Highest Grade: College Graduate,Employment Status: Retired,Annual Income: 50k 75k,99,hispanic,Minnesota
193863,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 50k 75k,92,non-hispanic,South Dakota
266427,Prefer Not To Answer,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Five Through Eight,Employment Status: Employed For Wages,Prefer Not To Answer,97,non-hispanic,Hawaii
88366,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Gay,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: less 10k,92,non-hispanic,Maine
9231,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Retired,Annual Income: less 10k,100,non-hispanic,Colorado
78062,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Unable To Work,Annual Income: more 200k,50,non-hispanic,New York
63967,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Out Of Work Less Than One,Annual Income: 100k 150k,95,non-hispanic,New York
223542,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Homemaker,Annual Income: 50k 75k,24,hispanic,Oklahoma
103912,What Race Ethnicity: White,Gender Identity: Woman,Skip,Highest Grade: College One to Three,Employment Status: Out Of Work One Or More,Annual Income: 150k 200k,39,non-hispanic,Kentucky
97862,Skip,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Five Through Eight,Employment Status: Self Employed,Annual Income: 10k 25k,32,non-hispanic,New Mexico
120628,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: less 10k,107,hispanic,Hawaii
20887,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Gay,Highest Grade: College Graduate,Employment Status: Retired,Annual Income: 75k 100k,59,non-hispanic,Oregon
65181,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Out Of Work Less Than One,Annual Income: more 200k,24,hispanic,Alabama
294920,More than one race/ethnicity,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Skip,Annual Income: 25k 35k,43,non-hispanic,Idaho
195034,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: less 10k,67,non-hispanic,Kentucky
322331,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Unable To Work,Annual Income: 35k 50k,89,non-hispanic,Nevada
615,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Homemaker,Annual Income: 50k 75k,75,non-hispanic,Montana
226125,Other,Gender Identity: Woman,Skip,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 100k 150k,76,non-hispanic,New Hampshire
360506,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Student,Annual Income: 75k 100k,113,non-hispanic,Minnesota
305703,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Out Of Work One Or More,Annual Income: 35k 50k,106,non-hispanic,Ohio
196987,What Race Ethnicity: Asian,Gender Identity: Woman,Sexual Orientation: Bisexual,Highest Grade: College One to Three,Employment Status: Retired,Prefer Not To Answer,38,non-hispanic,Vermont
177500,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Out Of Work Less Than One,Prefer Not To Answer,52,hispanic,Wyoming
135387,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: 25k 35k,70,non-hispanic,Nevada
47426,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Skip,37,non-hispanic,Colorado
329000,What Race Ethnicity: White,Gender Identity: Woman,Skip,Highest Grade: Nine Through Eleven,Employment Status: Employed For Wages,Prefer Not To Answer,31,non-hispanic,Delaware
40212,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Out Of Work Less Than One,Annual Income: 150k 200k,20,non-hispanic,Maine
223961,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 50k 75k,74,non-hispanic,Connecticut
164836,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Unable To Work,Prefer Not To Answer,28,non-hispanic,Oregon
231353,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Bisexual,Highest Grade: Advanced Degree,Employment Status: Unable To Work,Annual Income: 50k 75k,81,non-hispanic,New York
22543,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 100k 150k,51,non-hispanic,Wisconsin
115324,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Bisexual,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: more 200k,31,non-hispanic,Alaska
